age,gender,policy_type,premium_amount,sales_channel,tenure_months,is_churned,total_claim_amount,total_claim_amount_settled,avg_settlement_time,num_claims,is_rejected,has_claim,claim_freq,monthly_premium,age_policy,tenure_claim,settlement_ratio,profitability,suspicious,fast_settlement,delay_risk,rejection_ratio,claim_to_premium,claim_severity
66,Female,Motor,311.5,Broker,72,0,3621.86,2820.44,8.0,1.0,0.0,1,0.013888888888888888,4.326388888888889,20559.0,72.0,0.7787269524498462,-2508.94,0,0,8.0,0.0,11.627158908507223,3621.86
44,Female,Motor,2131.16,Broker,20,0,0.0,0.0,0.0,0.0,0.0,0,0.0,106.55799999999999,93771.04,0.0,0.0,2131.16,0,1,0.0,0.0,0.0,0.0
59,Female,Motor,1857.52,Broker,34,0,3832.86,3522.44,32.0,1.0,0.0,1,0.029411764705882353,54.63294117647059,109593.68,34.0,0.919010869168193,-1664.92,1,0,32.0,0.0,2.063428657564925,3832.86
45,Female,Property,1566.27,Online,111,0,8493.199999999999,7577.17,22.5,2.0,0.0,1,0.018018018018018018,14.11054054054054,70482.15,222.0,0.8921454810907551,-6010.9,1,0,45.0,0.0,5.422564436527546,4246.599999999999
33,Male,Property,2068.7,Broker,42,0,973.18,745.22,33.0,1.0,0.0,1,0.023809523809523808,49.2547619047619,68267.09999999999,42.0,0.7657576193509937,1323.4799999999998,0,0,33.0,0.0,0.4704307052738435,973.18
32,Female,Health,1069.86,Online,8,1,4981.75,3498.88,16.0,1.0,0.0,1,0.125,133.7325,34235.52,8.0,0.7023395393185126,-2429.0200000000004,0,0,16.0,0.0,4.6564503766848,4981.75
64,Male,Motor,631.6,Online,66,0,4776.63,3519.54,22.0,1.0,0.0,1,0.015151515151515152,9.56969696969697,40422.4,66.0,0.7368249163112905,-2887.94,1,0,22.0,0.0,7.562745408486384,4776.63
68,Male,Motor,1328.86,Broker,21,0,14610.51,0.0,60.0,1.0,1.0,1,0.047619047619047616,63.27904761904762,90362.48,21.0,0.0,1328.86,1,0,60.0,1.0,10.994769953192963,14610.51
61,Female,Property,1417.22,Broker,79,0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.939493670886076,86450.42,0.0,0.0,1417.22,0,1,0.0,0.0,0.0,0.0
72,Female,Motor,1391.98,Online,70,1,2699.23,1655.98,6.0,1.0,0.0,1,0.014285714285714285,19.885428571428573,100222.56,70.0,0.613500887290079,-264.0,0,1,6.0,0.0,1.93912987255564,2699.23
69,Female,Motor,1456.18,Online,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,291.236,100476.42,0.0,0.0,1456.18,0,1,0.0,0.0,0.0,0.0
74,Female,Motor,2376.89,Bank,118,0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.14313559322034,175889.86,0.0,0.0,2376.89,0,1,0.0,0.0,0.0,0.0
20,Female,Motor,2265.39,Bank,118,1,0.0,0.0,0.0,0.0,0.0,0,0.0,19.19822033898305,45307.799999999996,0.0,0.0,2265.39,0,1,0.0,0.0,0.0,0.0
54,Male,Motor,2201.72,Bank,67,0,0.0,0.0,0.0,0.0,0.0,0,0.0,32.86149253731343,118892.87999999999,0.0,0.0,2201.72,0,1,0.0,0.0,0.0,0.0
68,Female,Health,2023.4,Online,107,0,8048.200000000001,4388.6,19.0,2.0,0.0,1,0.018691588785046728,18.910280373831778,137591.2,214.0,0.5452896299793742,-2365.2000000000003,0,0,38.0,0.0,3.977562518533162,4024.1000000000004
24,Female,Motor,2364.23,Bank,43,0,0.0,0.0,0.0,0.0,0.0,0,0.0,54.982093023255814,56741.520000000004,0.0,0.0,2364.23,0,1,0.0,0.0,0.0,0.0
38,Female,Health,336.39,Bank,16,0,4899.13,4620.66,4.0,1.0,0.0,1,0.0625,21.024375,12782.82,16.0,0.9431592956300404,-4284.2699999999995,0,1,4.0,0.0,14.56383959095098,4899.13
26,Male,Motor,736.3,Bank,99,1,3591.12,3381.54,33.0,1.0,0.0,1,0.010101010101010102,7.437373737373737,19143.8,99.0,0.9416393771302547,-2645.24,1,0,33.0,0.0,4.877251120467201,3591.12
56,Female,Motor,1288.13,Broker,73,1,9361.33,8379.02,11.0,2.0,0.0,1,0.0273972602739726,17.645616438356164,72135.28,146.0,0.8950672607417963,-7090.89,0,0,22.0,0.0,7.267379845201959,4680.665
35,Male,Property,2131.68,Bank,35,0,1028.76,693.39,18.0,1.0,0.0,1,0.02857142857142857,60.905142857142856,74608.79999999999,35.0,0.6740055989735215,1438.29,0,0,18.0,0.0,0.4826052690835398,1028.76
21,Female,Motor,1312.4,Direct,83,1,0.0,0.0,0.0,0.0,0.0,0,0.0,15.812048192771085,27560.4,0.0,0.0,1312.4,0,1,0.0,0.0,0.0,0.0
42,Female,Property,1895.28,Online,43,0,4966.23,0.0,26.0,1.0,1.0,1,0.023255813953488372,44.076279069767445,79601.76,43.0,0.0,1895.28,1,0,26.0,1.0,2.6203146764594147,4966.23
31,Male,Health,433.5,Broker,110,0,4806.780000000001,3873.47,15.5,2.0,0.0,1,0.01818181818181818,3.940909090909091,13438.5,220.0,0.8058346751879635,-3439.97,0,0,31.0,0.0,11.088304498269897,2403.3900000000003
67,Female,Motor,705.79,Direct,98,1,1156.8,971.78,30.0,1.0,0.0,1,0.01020408163265306,7.201938775510204,47287.93,98.0,0.8400587828492393,-265.99,0,0,30.0,0.0,1.6390144377222686,1156.8
75,Male,Property,1856.26,Broker,39,0,3442.59,2504.18,14.0,1.0,0.0,1,0.02564102564102564,47.59641025641026,139219.5,39.0,0.7274116290351159,-647.9199999999998,0,0,14.0,0.0,1.8545839483693018,3442.59
26,Male,Motor,495.36,Broker,10,1,0.0,0.0,0.0,0.0,0.0,0,0.0,49.536,12879.36,0.0,0.0,495.36,0,1,0.0,0.0,0.0,0.0
43,Male,Property,943.25,Broker,74,0,3236.17,2374.58,1.0,1.0,0.0,1,0.013513513513513514,12.746621621621621,40559.75,74.0,0.7337624414044998,-1431.33,0,1,1.0,0.0,3.4308719851576996,3236.17
70,Female,Motor,735.68,Bank,20,0,2935.34,2014.7,1.0,1.0,0.0,1,0.05,36.784,51497.6,20.0,0.6863600128094189,-1279.02,0,1,1.0,0.0,3.9899684645498046,2935.34
19,Female,Property,939.67,Broker,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,939.67,17853.73,0.0,0.0,939.67,0,1,0.0,0.0,0.0,0.0
37,Female,Motor,1799.98,Direct,6,1,0.0,0.0,0.0,0.0,0.0,0,0.0,299.99666666666667,66599.26,0.0,0.0,1799.98,0,1,0.0,0.0,0.0,0.0
45,Male,Health,982.83,Broker,53,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.543962264150945,44227.35,0.0,0.0,982.83,0,1,0.0,0.0,0.0,0.0
64,Female,Health,1432.63,Online,46,0,0.0,0.0,0.0,0.0,0.0,0,0.0,31.14413043478261,91688.32,0.0,0.0,1432.63,0,1,0.0,0.0,0.0,0.0
24,Male,Property,339.84,Broker,66,1,0.0,0.0,0.0,0.0,0.0,0,0.0,5.1490909090909085,8156.16,0.0,0.0,339.84,0,1,0.0,0.0,0.0,0.0
61,Female,Property,2032.04,Broker,38,0,0.0,0.0,0.0,0.0,0.0,0,0.0,53.474736842105266,123954.44,0.0,0.0,2032.04,0,1,0.0,0.0,0.0,0.0
25,Male,Property,987.73,Direct,33,0,452.91,0.0,43.0,1.0,1.0,1,0.030303030303030304,29.931212121212123,24693.25,33.0,0.0,987.73,0,0,43.0,1.0,0.458536239660636,452.91
64,Male,Property,1656.48,Online,67,0,3288.61,2528.42,2.5,2.0,0.0,1,0.029850746268656716,24.723582089552238,106014.72,134.0,0.7688415470365899,-871.94,0,1,5.0,0.0,1.9853001545445765,1644.305
52,Male,Motor,1840.94,Broker,100,0,3467.3,3025.98,18.0,1.0,0.0,1,0.01,18.4094,95728.88,100.0,0.8727194070314077,-1185.04,0,0,18.0,0.0,1.8834399817484546,3467.3
31,Female,Motor,603.19,Broker,77,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.833636363636364,18698.890000000003,0.0,0.0,603.19,0,1,0.0,0.0,0.0,0.0
34,Male,Motor,2223.22,Broker,35,0,6156.96,3776.32,33.0,2.0,0.0,1,0.05714285714285714,63.52057142857142,75589.48,70.0,0.6133416491255425,-1553.1000000000004,1,0,66.0,0.0,2.7693885445435003,3078.48
53,Male,Motor,1578.94,Bank,79,1,1523.53,1446.98,18.0,1.0,0.0,1,0.012658227848101266,19.986582278481013,83683.82,79.0,0.9497548456544997,131.96000000000004,0,0,18.0,0.0,0.9649068362319023,1523.53
67,Male,Motor,1128.94,Direct,45,0,0.0,0.0,0.0,0.0,0.0,0,0.0,25.087555555555557,75638.98000000001,0.0,0.0,1128.94,0,1,0.0,0.0,0.0,0.0
57,Male,Health,537.6,Online,22,0,5084.49,4097.74,3.0,2.0,0.0,1,0.09090909090909091,24.436363636363637,30643.2,44.0,0.805929404915734,-3560.14,0,1,6.0,0.0,9.45775669642857,2542.245
21,Male,Motor,2361.52,Broker,107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,22.070280373831775,49591.92,0.0,0.0,2361.52,0,1,0.0,0.0,0.0,0.0
19,Male,Health,1912.16,Direct,68,0,5835.09,0.0,34.5,2.0,0.0,1,0.029411764705882353,28.12,36331.04,136.0,0.0,1912.16,1,0,69.0,0.0,3.0515699523052464,2917.545
23,Female,Motor,599.26,Broker,17,0,11904.29,2620.61,32.666666666666664,3.0,1.0,1,0.17647058823529413,35.25058823529412,13782.98,51.0,0.22013996634826605,-2021.3500000000001,1,0,98.0,0.3333333333333333,19.864983479624872,3968.096666666667
71,Female,Motor,910.51,Broker,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,182.102,64646.21,0.0,0.0,910.51,0,1,0.0,0.0,0.0,0.0
59,Male,Health,2043.22,Direct,85,1,0.0,0.0,0.0,0.0,0.0,0,0.0,24.03788235294118,120549.98,0.0,0.0,2043.22,0,1,0.0,0.0,0.0,0.0
21,Female,Health,1769.63,Direct,57,0,3631.63,2255.59,46.0,1.0,0.0,1,0.017543859649122806,31.046140350877195,37162.23,57.0,0.6210957614074121,-485.96000000000004,1,0,46.0,0.0,2.0521973519888337,3631.63
71,Female,Health,1937.88,Broker,88,0,931.58,802.52,1.0,1.0,0.0,1,0.011363636363636364,22.02136363636364,137589.48,88.0,0.8614611734901994,1135.3600000000001,0,1,1.0,0.0,0.48072120048713024,931.58
46,Male,Health,1158.88,Online,95,0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.198736842105264,53308.48,0.0,0.0,1158.88,0,1,0.0,0.0,0.0,0.0
35,Male,Motor,1819.54,Bank,40,0,0.0,0.0,0.0,0.0,0.0,0,0.0,45.4885,63683.9,0.0,0.0,1819.54,0,1,0.0,0.0,0.0,0.0
43,Male,Health,1027.58,Direct,117,0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.782735042735043,44185.939999999995,0.0,0.0,1027.58,0,1,0.0,0.0,0.0,0.0
61,Female,Motor,607.03,Online,120,0,4435.82,426.65,21.0,2.0,0.0,1,0.016666666666666666,5.058583333333333,37028.83,240.0,0.0961828929036796,180.38,1,0,42.0,0.0,7.3074147900433255,2217.91
51,Male,Motor,1618.42,Bank,30,0,0.0,0.0,0.0,0.0,0.0,0,0.0,53.94733333333333,82539.42,0.0,0.0,1618.42,0,1,0.0,0.0,0.0,0.0
27,Female,Motor,2442.43,Bank,42,0,0.0,0.0,0.0,0.0,0.0,0,0.0,58.15309523809523,65945.61,0.0,0.0,2442.43,0,1,0.0,0.0,0.0,0.0
53,Male,Motor,845.44,Direct,7,1,7398.34,6215.73,29.666666666666668,3.0,0.0,1,0.42857142857142855,120.77714285714286,44808.32,21.0,0.8401519800387653,-5370.289999999999,1,0,89.0,0.0,8.750875283875851,2466.1133333333332
31,Female,Motor,1206.33,Online,113,0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.675486725663717,37396.229999999996,0.0,0.0,1206.33,0,1,0.0,0.0,0.0,0.0
48,Male,Property,1717.6,Broker,71,0,2613.02,0.0,28.0,1.0,0.0,1,0.014084507042253521,24.191549295774646,82444.79999999999,71.0,0.0,1717.6,0,0,28.0,0.0,1.521320447135538,2613.02
65,Male,Property,1399.62,Online,91,1,4483.06,3477.09,1.0,1.0,0.0,1,0.01098901098901099,15.380439560439559,90975.29999999999,91.0,0.7756063938470598,-2077.4700000000003,0,1,1.0,0.0,3.2030551149597755,4483.06
32,Female,Motor,2124.23,Broker,88,0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.138977272727274,67975.36,0.0,0.0,2124.23,0,1,0.0,0.0,0.0,0.0
25,Female,Motor,1928.18,Broker,19,1,0.0,0.0,0.0,0.0,0.0,0,0.0,101.48315789473685,48204.5,0.0,0.0,1928.18,0,1,0.0,0.0,0.0,0.0
31,Female,Motor,239.91,Direct,41,0,2840.58,2090.42,21.0,1.0,0.0,1,0.024390243902439025,5.851463414634146,7437.21,41.0,0.7359130881721339,-1850.51,1,0,21.0,0.0,11.840190071276728,2840.58
40,Female,Motor,2496.21,Broker,120,0,1380.03,0.0,66.0,1.0,0.0,1,0.008333333333333333,20.801750000000002,99848.4,120.0,0.0,2496.21,0,0,66.0,0.0,0.5528501207831071,1380.03
74,Female,Property,1905.77,Online,34,0,1695.79,1384.01,30.0,1.0,0.0,1,0.029411764705882353,56.052058823529414,141026.98,34.0,0.8161446877266643,521.76,0,0,30.0,0.0,0.8898188133930117,1695.79
57,Female,Motor,2173.37,Direct,22,0,0.0,0.0,0.0,0.0,0.0,0,0.0,98.78954545454545,123882.09,0.0,0.0,2173.37,0,1,0.0,0.0,0.0,0.0
38,Male,Health,1662.87,Online,52,0,1457.12,1167.98,21.0,1.0,0.0,1,0.019230769230769232,31.97826923076923,63189.06,52.0,0.8015674755682443,494.8899999999999,0,0,21.0,0.0,0.8762681388202325,1457.12
33,Female,Motor,2155.08,Broker,115,0,1560.53,0.0,24.0,1.0,1.0,1,0.008695652173913044,18.739826086956523,71117.64,115.0,0.0,2155.08,0,0,24.0,1.0,0.7241169701356794,1560.53
62,Male,Property,369.72,Broker,91,0,5221.18,0.0,5.5,2.0,1.0,1,0.02197802197802198,4.062857142857143,22922.640000000003,182.0,0.0,369.72,0,1,11.0,0.5,14.121984204262684,2610.59
35,Male,Motor,934.57,Online,6,0,633.84,515.16,4.0,1.0,0.0,1,0.16666666666666666,155.76166666666668,32709.95,6.0,0.8127603180613403,419.4100000000001,0,1,4.0,0.0,0.6782156499780648,633.84
64,Female,Health,2203.41,Bank,74,0,10169.61,5810.110000000001,30.333333333333332,3.0,0.0,1,0.04054054054054054,29.77581081081081,141018.24,222.0,0.5713208274456936,-3606.7000000000007,1,0,91.0,0.0,4.615396135989218,3389.8700000000003
70,Male,Motor,583.97,Broker,109,1,6270.3099999999995,4212.13,16.0,3.0,1.0,1,0.027522935779816515,5.357522935779817,40877.9,327.0,0.6717578556722077,-3628.16,0,0,48.0,0.3333333333333333,10.737383769714196,2090.103333333333
41,Female,Health,287.78,Broker,95,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0292631578947367,11798.98,0.0,0.0,287.78,0,1,0.0,0.0,0.0,0.0
43,Female,Motor,1991.49,Bank,25,0,3888.48,3043.47,5.0,1.0,0.0,1,0.04,79.6596,85634.07,25.0,0.7826888655721516,-1051.9799999999998,0,1,5.0,0.0,1.9525480921320217,3888.48
42,Male,Motor,2105.17,Broker,66,0,0.0,0.0,0.0,0.0,0.0,0,0.0,31.896515151515153,88417.14,0.0,0.0,2105.17,0,1,0.0,0.0,0.0,0.0
62,Male,Property,490.37,Bank,10,1,6849.08,2547.17,24.666666666666668,3.0,2.0,1,0.3,49.037,30402.94,30.0,0.37189958359370895,-2056.8,1,0,74.0,0.6666666666666666,13.967167648918164,2283.0266666666666
58,Female,Property,2150.43,Online,74,1,5043.65,4751.72,16.5,2.0,0.0,1,0.02702702702702703,29.059864864864863,124724.93999999999,148.0,0.9421192985238865,-2601.2900000000004,0,0,33.0,0.0,2.345414638002632,2521.825
46,Female,Property,1748.24,Direct,26,0,7668.71,3749.2,33.5,2.0,1.0,1,0.07692307692307693,67.24,80419.04,52.0,0.48889578560148966,-2000.9599999999998,1,0,67.0,0.5,4.386531597492335,3834.355
32,Male,Health,1348.2,Direct,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,269.64,43142.4,0.0,0.0,1348.2,0,1,0.0,0.0,0.0,0.0
62,Male,Property,2092.6,Broker,86,1,1990.24,1762.58,27.0,1.0,0.0,1,0.011627906976744186,24.332558139534882,129741.2,86.0,0.8856117855133049,330.02,0,0,27.0,0.0,0.9510847749211507,1990.24
18,Male,Motor,1106.2,Direct,68,0,2576.63,0.0,15.0,1.0,0.0,1,0.014705882352941176,16.26764705882353,19911.600000000002,68.0,0.0,1106.2,0,0,15.0,0.0,2.32926233954077,2576.63
42,Male,Motor,565.59,Bank,119,0,9669.84,8244.74,22.666666666666668,3.0,0.0,1,0.025210084033613446,4.752857142857144,23754.780000000002,357.0,0.8526242419729799,-7679.15,1,0,68.0,0.0,17.096907653954275,3223.28
24,Female,Motor,783.65,Online,98,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.996428571428571,18807.6,0.0,0.0,783.65,0,1,0.0,0.0,0.0,0.0
26,Female,Health,1312.39,Online,71,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.4843661971831,34122.14,0.0,0.0,1312.39,0,1,0.0,0.0,0.0,0.0
41,Female,Motor,1375.19,Online,50,0,3459.58,2732.73,30.0,1.0,0.0,1,0.02,27.503800000000002,56382.79,50.0,0.789902242468739,-1357.54,1,0,30.0,0.0,2.5157105563594846,3459.58
18,Female,Motor,2033.39,Broker,17,0,3459.86,3442.28,34.0,1.0,0.0,1,0.058823529411764705,119.61117647058825,36601.020000000004,17.0,0.9949188695496349,-1408.89,0,0,34.0,0.0,1.701523072307821,3459.86
61,Male,Health,1999.25,Online,11,1,0.0,0.0,0.0,0.0,0.0,0,0.0,181.75,121954.25,0.0,0.0,1999.25,0,1,0.0,0.0,0.0,0.0
25,Male,Property,1495.28,Direct,53,1,220.58,0.0,20.0,1.0,0.0,1,0.018867924528301886,28.212830188679245,37382.0,53.0,0.0,1495.28,0,0,20.0,0.0,0.14751752180193678,220.58
41,Female,Motor,1973.89,Online,50,0,4735.01,0.0,13.0,1.0,1.0,1,0.02,39.4778,80929.49,50.0,0.0,1973.89,0,0,13.0,1.0,2.398821616199484,4735.01
28,Female,Motor,560.26,Direct,8,1,10077.15,4416.139999999999,22.0,3.0,0.0,1,0.375,70.0325,15687.279999999999,24.0,0.4382330321569094,-3855.879999999999,1,0,66.0,0.0,17.98655981151608,3359.0499999999997
68,Female,Motor,220.15,Online,92,0,1813.12,0.0,68.0,1.0,1.0,1,0.010869565217391304,2.3929347826086955,14970.2,92.0,0.0,220.15,1,0,68.0,1.0,8.235839200545081,1813.12
34,Female,Motor,2196.72,Bank,108,0,4825.17,4282.12,21.333333333333332,3.0,0.0,1,0.027777777777777776,20.34,74688.48,324.0,0.8874547425272062,-2085.4,1,0,64.0,0.0,2.1965339233038352,1608.39
25,Female,Motor,281.33,Direct,120,1,0.0,0.0,0.0,0.0,0.0,0,0.0,2.3444166666666666,7033.25,0.0,0.0,281.33,0,1,0.0,0.0,0.0,0.0
52,Female,Health,692.05,Broker,97,0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.134536082474226,35986.6,0.0,0.0,692.05,0,1,0.0,0.0,0.0,0.0
52,Female,Health,1768.77,Online,116,0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.24801724137931,91976.04,0.0,0.0,1768.77,0,1,0.0,0.0,0.0,0.0
50,Female,Health,1082.68,Direct,62,0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.462580645161292,54134.0,0.0,0.0,1082.68,0,1,0.0,0.0,0.0,0.0
22,Female,Motor,2203.15,Online,89,1,5998.74,0.0,9.5,2.0,1.0,1,0.02247191011235955,24.75449438202247,48469.3,178.0,0.0,2203.15,0,0,19.0,0.5,2.722801443387876,2999.37
